param number_of_vehicles := 4;

param n := 22;

param capacity := 6000;

param entry_type := COORD;

param locations := 
10 8 9.219544457292887
10 9 15.524174696260024
10 10 0.0
10 11 20.024984394500787
10 12 17.0
10 13 26.1725046566048
10 14 24.08318915758459
10 15 28.844410203711913
10 16 26.92582403567252
10 17 39.01281840626232
10 18 42.15447781671598
10 19 47.01063709417264
10 20 47.51841748206689
10 21 50.80354318352215
11 0 23.345235059857504
11 1 40.22437072223753
11 2 43.139309220245984
11 3 23.08679276123039
11 4 21.0
11 5 38.48376280978771
11 6 23.430749027719962
11 7 34.785054261852174
11 8 16.1245154965971
11 9 35.35533905932738
11 10 20.024984394500787
11 11 0.0
11 12 31.304951684997057
11 13 17.029386365926403
11 14 29.206163733020468
11 15 42.720018726587654
11 16 28.178005607210743
11 17 42.485291572496
11 18 52.3450093132096
11 19 42.01190307520001
11 20 53.33854141237835
11 21 50.21951811795888
12 0 11.180339887498949
12 1 47.265209192385896
12 2 44.10215414239989
12 3 45.221676218380054
12 4 44.82186966202994
12 5 30.805843601498726
12 6 30.675723300355934
12 7 25.495097567963924
12 8 26.076809620810597
12 9 20.248456731316587
12 10 17.0
12 11 31.304951684997057
12 12 0.0
12 13 27.16615541441225
12 14 13.45362404707371
12 15 12.041594578792296
12 16 18.601075237738275
12 17 25.632011235952593
12 18 25.298221281347036
12 19 38.897300677553446
12 20 32.01562118716424
12 21 38.91015291668744
13 0 16.0312195418814
13 1 54.62600113499065
13 2 55.758407437802596
13 3 40.01249804748511
13 4 38.01315561749642
13 5 47.38143096192854
13 6 36.235341863986875
13 7 42.5205832509386
13 8 28.178005607210743
13 9 40.496913462633174
13 10 26.1725046566048
13 11 17.029386365926403
13 12 27.16615541441225
13 13 0.0
13 14 18.027756377319946
13 15 35.510561809129406
13 16 14.422205101855956
13 17 27.65863337187866
13 18 40.8166632639171
13 19 25.0
13 20 38.948684188300895
13 21 33.52610922848042
14 0 7.0710678118654755
14 1 56.22277118748239
14 2 54.57105459856901
14 3 48.703182647543684
14 4 47.53945729601885
14 5 42.5440947723653
14 6 38.0
14 7 37.16180835212409
14 8 31.25699921617557
14 9 32.7566787083184
14 10 24.08318915758459
14 11 29.206163733020468
14 12 13.45362404707371
14 13 18.027756377319946
14 14 0.0
14 15 18.0
14 16 5.385164807134504
14 17 15.033296378372908
14 18 23.430749027719962
14 19 25.495097567963924
14 20 24.698178070456937
14 21 26.92582403567252
15 0 20.248456731316587
15 1 57.48912940721924
15 2 53.23532661682466
15 3 57.201398584300364
15 4 56.85068161420758
15 5 39.01281840626232
15 6 42.04759208325728
15 7 34.132096331752024
15 8 38.01315561749642
15 9 28.0178514522438
15 10 28.844410203711913
15 11 42.720018726587654
15 12 12.041594578792296
15 13 35.510561809129406
15 14 18.0
15 15 0.0
15 16 23.08679276123039
15 17 22.67156809750927
15 18 15.0
15 19 39.824615503479755
15 20 24.698178070456937
15 21 36.069377593742864
16 0 9.848857801796104
16 1 58.855755878248644
16 2 57.87054518492115
16 3 49.24428900898052
16 4 47.80167361086848
16 5 46.52956049652737
16 6 40.311288741492746
16 7 41.182520563948
16 8 33.015148038438355
16 9 37.20215047547655
16 10 26.92582403567252
16 11 28.178005607210743
16 12 18.601075237738275
16 13 14.422205101855956
16 14 5.385164807134504
16 15 23.08679276123039
16 16 0.0
16 17 14.317821063276353
16 18 26.419689627245813
16 19 20.808652046684813
16 20 25.238858928247925
16 21 24.08318915758459
17 0 22.090722034374522
17 1 71.11258679024411
17 2 69.05070600652827
17 3 63.324560795950255
17 4 61.98386886924694
17 5 56.32051136131489
17 6 53.009433122794285
17 7 50.96076922496363
17 8 46.2709412050371
17 9 45.880278987817846
17 10 39.01281840626232
17 11 42.485291572496
17 12 25.632011235952593
17 13 27.65863337187866
17 14 15.033296378372908
17 15 22.67156809750927
17 16 14.317821063276353
17 17 0.0
17 18 17.0
17 19 18.439088914585774
17 20 11.313708498984761
17 21 13.601470508735444
18 0 29.068883707497267
18 1 72.18032973047436
18 2 68.18357573492314
18 3 69.83552104767315
18 4 69.1158447825099
18 5 54.00925846556311
18 6 55.97320787662612
18 7 49.09175083453431
18 8 50.99019513592785
18 9 43.01162633521314
18 10 42.15447781671598
18 11 52.3450093132096
18 12 25.298221281347036
18 13 40.8166632639171
18 14 23.430749027719962
18 15 15.0
18 16 26.419689627245813
18 17 17.0
18 18 0.0
18 19 35.22782990761707
18 20 12.041594578792296
18 21 27.313000567495326
19 0 30.528675044947494
19 1 78.16009211867653
19 2 78.0
19 3 65.00769185258002
19 4 63.00793600809346
19 5 67.23094525588644
19 6 59.481089431852205
19 7 61.91122676865643
19 8 51.66236541235796
19 9 58.008620049092706
19 10 47.01063709417264
19 11 42.01190307520001
19 12 38.897300677553446
19 13 25.0
19 14 25.495097567963924
19 15 39.824615503479755
19 16 20.808652046684813
19 17 18.439088914585774
19 18 35.22782990761707
19 19 0.0
19 20 26.30589287593181
19 21 12.206555615733702
20 0 31.622776601683793
20 1 79.1012010022604
20 2 76.10519036176179
20 3 73.38937252763509
20 4 72.2357252334328
20 5 62.51399843235114
20 6 61.66036003787198
20 7 57.3149195236284
20 8 55.54277630799526
20 9 51.62363799656123
20 10 47.51841748206689
20 11 53.33854141237835
20 12 32.01562118716424
20 13 38.948684188300895
20 14 24.698178070456937
20 15 24.698178070456937
20 16 25.238858928247925
20 17 11.313708498984761
20 18 12.041594578792296
20 19 26.30589287593181
20 20 0.0
20 21 16.278820596099706
21 0 33.54101966249684
21 1 82.87339742040264
21 2 81.49233092751734
21 3 72.56031973468694
21 4 70.8590149522275
21 5 69.28924880528002
21 6 64.38167441127949
21 7 63.90618123468183
21 8 57.07889277132134
21 9 59.09314681077663
21 10 50.80354318352215
21 11 50.21951811795888
21 12 38.91015291668744
21 13 33.52610922848042
21 14 26.92582403567252
21 15 36.069377593742864
21 16 24.08318915758459
21 17 13.601470508735444
21 18 27.313000567495326
21 19 12.206555615733702
21 20 16.278820596099706
21 21 0.0
;

param demands := 
0 0
1 1100
2 700
3 800
4 1400
5 2100
6 400
7 800
8 100
9 500
10 600
11 1200
12 1300
13 1300
14 300
15 900
16 2100
17 1000
18 900
19 2500
20 1800
21 700
;
