param number_of_vehicles := 4;

param n := 33;

param capacity := 8000;

param entry_type := COORD;

param locations := 
1 2 21.095023109728988
1 3 38.07886552931954
1 4 61.220911460055866
1 5 25.059928172283335
1 6 25.079872407968907
1 7 26.0
1 8 25.709920264364882
1 9 26.68332812825267
1 10 25.079872407968907
1 11 17.88854381999832
1 12 19.849433241279208
1 13 6.0
1 14 7.810249675906654
1 15 9.219544457292887
1 16 56.72741841473134
1 17 17.029386365926403
1 18 26.248809496813376
1 19 26.40075756488817
1 20 42.720018726587654
1 21 37.013511046643494
1 22 36.6742416417845
1 23 51.24451190127583
1 24 45.39823785126467
1 25 25.179356624028344
1 26 25.80697580112788
1 27 33.83784863137726
1 28 37.48332962798263
1 29 36.40054944640259
1 30 24.186773244895647
1 31 10.63014581273465
1 32 21.840329667841555
2 0 52.81098370604357
2 1 21.095023109728988
2 2 0.0
2 3 19.1049731745428
2 4 40.36087214122113
2 5 12.529964086141668
2 6 14.422205101855956
2 7 15.264337522473747
2 8 18.439088914585774
2 9 19.209372712298546
2 10 21.2602916254693
2 11 11.180339887498949
2 12 3.605551275463989
2 13 18.681541692269406
2 14 28.844410203711913
2 15 29.966648127543394
2 16 77.62087348130012
2 17 37.0
2 18 38.47076812334269
2 19 39.319206502675
2 20 55.31726674375732
2 21 48.507731342539614
2 22 51.24451190127583
2 23 67.11929677819934
2 24 63.198101237299845
2 25 45.221676218380054
2 26 46.87216658103186
2 27 54.91812087098393
2 28 58.137767414994535
2 29 54.644304369257
2 30 32.55764119219941
2 31 21.95449840010015
2 32 15.620499351813308
3 0 34.438350715445125
3 1 38.07886552931954
3 2 19.1049731745428
3 3 0.0
3 4 31.016124838541646
3 5 28.178005607210743
3 6 30.4138126514911
3 7 30.886890422961002
3 8 34.88552708502482
3 9 35.35533905932738
3 10 38.48376280978771
3 11 29.832867780352597
3 12 22.360679774997898
3 13 37.12142238654117
3 14 45.221676218380054
3 15 47.29693436154187
3 16 92.28217596047462
3 17 54.91812087098393
3 18 57.55866572463264
3 19 58.42088667591412
3 20 74.33034373659252
3 21 67.468511173732
3 22 70.34912934784623
3 23 86.20904824900923
3 24 82.05485969764375
3 25 63.150613615387776
3 26 62.76941930590086
3 27 70.77428911688199
3 28 72.56031973468694
3 29 65.94694837519019
3 30 39.05124837953327
3 31 34.48187929913333
3 32 33.24154027718932
4 0 48.33218389437829
4 1 61.220911460055866
4 2 40.36087214122113
4 3 31.016124838541646
4 4 0.0
4 5 39.395431207184416
4 6 40.85339643163099
4 7 40.496913462633174
4 8 43.965895873961216
4 9 43.68065933568311
4 10 47.80167361086848
4 11 45.65084884205331
4 12 41.400483088968905
4 13 57.688820407423826
4 14 69.02897942168927
4 15 69.63476143421474
4 16 117.92370414806346
4 17 75.8023746329889
4 18 71.16881339463234
4 19 72.42237223399962
4 20 85.32877591996736
4 21 78.44743462982075
4 22 83.93449827097318
4 23 99.68951800465283
4 24 98.35141076771599
4 25 83.72574275573791
4 26 87.00574693662483
4 27 95.0
4 28 98.49365461794989
4 29 94.36630754670864
4 30 69.1158447825099
4 31 61.61980201201558
4 32 45.31004303683677
5 0 62.609903369994115
5 1 25.059928172283335
5 2 12.529964086141668
5 3 28.178005607210743
5 4 39.395431207184416
5 5 0.0
5 6 2.23606797749979
5 7 2.8284271247461903
5 8 6.708203932499369
5 9 7.211102550927978
5 10 10.44030650891055
5 11 7.211102550927978
5 12 9.486832980505138
5 13 20.0
5 14 32.449961479175904
5 15 31.89043743820395
5 16 80.65977932030313
5 17 37.013511046643494
5 18 32.38826948140329
5 19 33.54101966249684
5 20 48.010415536631214
5 21 41.012193308819754
5 22 45.39823785126467
5 23 61.40032573203501
5 24 59.20304046246274
5 25 44.654227123532216
5 26 49.57822102496216
5 27 57.28001396647874
5 28 62.00806399170998
5 29 61.326992425847855
5 30 43.0
5 31 30.4138126514911
5 32 6.082762530298219
6 0 64.8459713474939
6 1 25.079872407968907
6 2 14.422205101855956
6 3 30.4138126514911
6 4 40.85339643163099
6 5 2.23606797749979
6 6 0.0
6 7 1.0
6 8 4.47213595499958
6 9 5.0
6 10 8.246211251235321
6 11 7.280109889280518
6 12 11.180339887498949
6 13 19.72308292331602
6 14 32.2490309931942
6 15 31.400636936215164
6 16 80.05623023850174
6 17 36.124783736376884
6 18 30.59411708155671
6 19 31.78049716414141
6 20 46.0
6 21 39.0
6 22 43.56604182158393
6 23 59.53990258641679
6 24 57.56735185849702
6 25 43.60045871318328
6 26 49.040799340956916
6 27 56.639209034025185
6 28 61.61168720299745
6 29 61.465437442517235
6 30 44.04543109109048
6 31 31.144823004794873
6 32 4.47213595499958
7 0 65.29931086925804
7 1 26.0
7 2 15.264337522473747
7 3 30.886890422961002
7 4 40.496913462633174
7 5 2.8284271247461903
7 6 1.0
7 7 0.0
7 8 4.123105625617661
7 9 4.47213595499958
7 10 8.06225774829855
7 11 8.246211251235321
7 12 12.083045973594572
7 13 20.591260281974
7 14 33.12099032335839
7 15 32.202484376209235
7 16 80.8084154033477
7 17 36.796738985948195
7 18 30.805843601498726
7 19 32.01562118716424
7 20 46.010868281309364
7 21 39.01281840626232
7 22 43.73785545725808
7 23 59.682493245507096
7 24 57.87054518492115
7 25 44.204072210600685
7 26 49.8196748283246
7 27 57.38466694161429
7 28 62.42595614005443
7 29 62.39390995922599
7 30 45.044422518220834
7 31 32.14031735997639
7 32 5.0
8 0 69.31810730249349
8 1 25.709920264364882
8 2 18.439088914585774
8 3 34.88552708502482
8 4 43.965895873961216
8 5 6.708203932499369
8 6 4.47213595499958
8 7 4.123105625617661
8 8 0.0
8 9 1.0
8 10 4.0
8 11 9.219544457292887
8 12 15.0
8 13 19.924858845171276
8 14 32.31098884280702
8 15 30.886890422961002
8 16 79.02531240052139
8 17 34.713109915419565
8 18 27.202941017470888
8 19 28.460498941515414
8 20 42.04759208325728
8 21 35.05709628591621
8 22 40.024992192379
8 23 55.90169943749474
8 24 54.42425929675111
8 25 41.773197148410844
8 26 48.25971404805462
8 27 55.60575509783138
8 28 61.05735008989499
8 29 61.98386886924694
8 30 46.389654018972806
8 31 33.015148038438355
8 32 4.0
9 0 69.77105417004964
9 1 26.68332812825267
9 2 19.209372712298546
9 3 35.35533905932738
9 4 43.68065933568311
9 5 7.211102550927978
9 6 5.0
9 7 4.47213595499958
9 8 1.0
9 9 0.0
9 10 4.123105625617661
9 11 10.198039027185569
9 12 15.811388300841896
9 13 20.8806130178211
9 14 33.24154027718932
9 15 31.76476034853718
9 16 79.81227975693966
9 17 35.4682957019364
9 18 27.51363298439521
9 19 28.792360097775937
9 20 42.1070065428546
9 21 35.12833614050059
9 22 40.26164427839479
9 23 56.089214649520635
9 24 54.78138369920935
9 25 42.44997055358225
9 26 49.09175083453431
9 27 56.4003546088143
9 28 61.91122676865643
9 29 62.93647591023825
9 30 47.38143096192854
9 31 34.0147027033899
9 32 5.0
10 0 72.91776189653656
10 1 25.079872407968907
10 2 21.2602916254693
10 3 38.48376280978771
10 4 47.80167361086848
10 5 10.44030650891055
10 6 8.246211251235321
10 7 8.06225774829855
10 8 4.0
10 9 4.123105625617661
10 10 0.0
10 11 10.816653826391969
10 12 17.69180601295413
10 13 19.1049731745428
10 14 31.04834939252005
10 15 29.154759474226502
10 16 76.60939890117922
10 17 32.202484376209235
10 18 23.40939982143925
10 19 24.698178070456937
10 20 38.05259518088089
10 21 31.064449134018133
10 22 36.138621999185304
10 23 51.97114584074513
10 24 50.695167422546305
10 25 38.897300677553446
10 26 46.14108798023731
10 27 53.25410782277739
10 28 59.0592922409336
10 29 60.876925020897694
10 30 47.07440918375928
10 31 33.37663853655727
10 32 5.656854249492381
11 0 63.90618123468183
11 1 17.88854381999832
11 2 11.180339887498949
11 3 29.832867780352597
11 4 45.65084884205331
11 5 7.211102550927978
11 6 7.280109889280518
11 7 8.246211251235321
11 8 9.219544457292887
11 9 10.198039027185569
11 10 10.816653826391969
11 11 0.0
11 12 7.615773105863909
11 13 12.806248474865697
11 14 25.238858928247925
11 15 24.758836806279895
11 16 73.55270219373317
11 17 30.23243291566195
11 18 28.0178514522438
11 19 29.0
11 20 44.553338819890925
11 21 37.656340767525464
11 22 41.0
11 23 57.0087712549569
11 24 53.9351462406472
11 25 38.07886552931954
11 26 42.44997055358225
11 27 50.20956084253277
11 28 54.817880294662984
11 29 54.230987451824994
11 30 37.21558813185679
11 31 24.020824298928627
11 32 5.385164807134504
12 0 56.302753041036986
12 1 19.849433241279208
12 2 3.605551275463989
12 3 22.360679774997898
12 4 41.400483088968905
12 5 9.486832980505138
12 6 11.180339887498949
12 7 12.083045973594572
12 8 15.0
12 9 15.811388300841896
12 10 17.69180601295413
12 11 7.615773105863909
12 12 0.0
12 13 16.55294535724685
12 14 27.65863337187866
12 15 28.30194339616981
12 16 76.57675887630658
12 17 34.92849839314596
12 18 35.22782990761707
12 19 36.124783736376884
12 20 51.97114584074513
12 21 45.12205669071391
12 22 48.093658625644196
12 23 64.03124237432849
12 24 60.40695324215582
12 25 43.08131845707603
12 26 45.60701700396552
12 27 53.600373133029585
12 28 57.28001396647874
12 29 54.70831746635972
12 30 34.132096331752024
12 31 22.47220505424423
12 32 12.041594578792296
13 0 69.05070600652827
13 1 6.0
13 2 18.681541692269406
13 3 37.12142238654117
13 4 57.688820407423826
13 5 20.0
13 6 19.72308292331602
13 7 20.591260281974
13 8 19.924858845171276
13 9 20.8806130178211
13 10 19.1049731745428
13 11 12.806248474865697
13 12 16.55294535724685
13 13 0.0
13 14 12.529964086141668
13 15 12.041594578792296
13 16 60.81118318204309
13 17 18.384776310850235
13 18 22.825424421026653
13 19 23.259406699226016
13 20 39.81205847478876
13 21 33.61547262794322
13 22 34.48187929913333
13 23 49.8196748283246
13 24 45.0
13 25 26.570660511172846
13 26 29.698484809834994
13 27 37.53664875824692
13 28 42.01190307520001
13 29 42.05948168962618
13 30 29.546573405388315
13 31 15.652475842498529
13 32 16.15549442140351
14 0 74.00675644831355
14 1 7.810249675906654
14 2 28.844410203711913
14 3 45.221676218380054
14 4 69.02897942168927
14 5 32.449961479175904
14 6 32.2490309931942
14 7 33.12099032335839
14 8 32.31098884280702
14 9 33.24154027718932
14 10 31.04834939252005
14 11 25.238858928247925
14 12 27.65863337187866
14 13 12.529964086141668
14 14 0.0
14 15 4.242640687119285
14 16 48.91829923454004
14 17 11.704699910719626
14 18 26.076809620810597
14 19 25.80697580112788
14 20 41.036569057366385
14 21 36.235341863986875
14 22 34.20526275297414
14 23 47.4236228055175
14 24 40.52159917870962
14 25 19.1049731745428
14 26 18.027756377319946
14 27 26.076809620810597
14 28 29.732137494637012
14 29 29.832867780352597
14 30 24.08318915758459
14 31 13.341664064126334
14 32 28.635642126552707
15 0 77.10382610480494
15 1 9.219544457292887
15 2 29.966648127543394
15 3 47.29693436154187
15 4 69.63476143421474
15 5 31.89043743820395
15 6 31.400636936215164
15 7 32.202484376209235
15 8 30.886890422961002
15 9 31.76476034853718
15 10 29.154759474226502
15 11 24.758836806279895
15 12 28.30194339616981
15 13 12.041594578792296
15 14 4.242640687119285
15 15 0.0
15 16 48.79549159502341
15 17 8.06225774829855
15 18 21.95449840010015
15 19 21.633307652783937
15 20 36.796738985948195
15 21 32.01562118716424
15 22 30.0
15 23 43.46262762420146
15 24 36.87817782917155
15 25 16.0312195418814
15 26 17.69180601295413
15 27 25.495097567963924
15 28 30.23243291566195
15 29 32.2490309931942
15 30 28.319604517012593
15 31 17.08800749063506
15 32 27.459060435491963
16 0 115.24755962709145
16 1 56.72741841473134
16 2 77.62087348130012
16 3 92.28217596047462
16 4 117.92370414806346
16 5 80.65977932030313
16 6 80.05623023850174
16 7 80.8084154033477
16 8 79.02531240052139
16 9 79.81227975693966
16 10 76.60939890117922
16 11 73.55270219373317
16 12 76.57675887630658
16 13 60.81118318204309
16 14 48.91829923454004
16 15 48.79549159502341
16 16 0.0
16 17 44.40720662234904
16 18 58.69412236331676
16 19 57.38466694161429
16 20 60.40695324215582
16 21 61.61168720299745
16 22 53.9351462406472
16 23 52.3450093132096
16 24 43.04648650006177
16 25 38.47076812334269
16 26 31.11269837220809
16 27 23.430749027719962
16 28 19.72308292331602
16 29 30.14962686336267
16 30 57.28001396647874
16 31 57.8013840664737
16 32 75.92759709091287
17 0 85.14693182963201
17 1 17.029386365926403
17 2 37.0
17 3 54.91812087098393
17 4 75.8023746329889
17 5 37.013511046643494
17 6 36.124783736376884
17 7 36.796738985948195
17 8 34.713109915419565
17 9 35.4682957019364
17 10 32.202484376209235
17 11 30.23243291566195
17 12 34.92849839314596
17 13 18.384776310850235
17 14 11.704699910719626
17 15 8.06225774829855
17 16 44.40720662234904
17 17 0.0
17 18 18.24828759089466
17 19 17.46424919657298
17 20 30.610455730027933
17 21 26.832815729997478
17 22 23.345235059857504
17 23 35.77708763999664
17 24 28.861739379323623
17 25 8.246211251235321
17 26 14.560219778561036
17 27 21.095023109728988
17 28 27.51363298439521
17 29 33.24154027718932
17 30 35.22782990761707
17 31 25.0
17 32 31.827660925679098
18 0 90.95603333479313
18 1 26.248809496813376
18 2 38.47076812334269
18 3 57.55866572463264
18 4 71.16881339463234
18 5 32.38826948140329
18 6 30.59411708155671
18 7 30.805843601498726
18 8 27.202941017470888
18 9 27.51363298439521
18 10 23.40939982143925
18 11 28.0178514522438
18 12 35.22782990761707
18 13 22.825424421026653
18 14 26.076809620810597
18 15 21.95449840010015
18 16 58.69412236331676
18 17 18.24828759089466
18 18 0.0
18 19 1.4142135623730951
18 20 17.08800749063506
18 21 10.816653826391969
18 22 13.038404810405298
18 23 29.068883707497267
18 24 27.313000567495326
18 25 20.615528128088304
18 26 32.01562118716424
18 27 36.87817782917155
18 28 44.40720662234904
18 29 51.478150704935004
18 30 49.678969393496885
18 31 36.796738985948195
18 32 26.30589287593181
19 0 91.67878707749138
19 1 26.40075756488817
19 2 39.319206502675
19 3 58.42088667591412
19 4 72.42237223399962
19 5 33.54101966249684
19 6 31.78049716414141
19 7 32.01562118716424
19 8 28.460498941515414
19 9 28.792360097775937
19 10 24.698178070456937
19 11 29.0
19 12 36.124783736376884
19 13 23.259406699226016
19 14 25.80697580112788
19 15 21.633307652783937
19 16 57.38466694161429
19 17 17.46424919657298
19 18 1.4142135623730951
19 19 0.0
19 20 16.55294535724685
19 21 10.63014581273465
19 22 12.0
19 23 28.0178514522438
19 24 26.0
19 25 19.4164878389476
19 26 31.0
19 27 35.6931365951495
19 28 43.289721643826724
19 29 50.635955604688654
19 30 49.57822102496216
19 31 36.87817782917155
19 32 27.459060435491963
20 0 107.96758772891057
20 1 42.720018726587654
20 2 55.31726674375732
20 3 74.33034373659252
20 4 85.32877591996736
20 5 48.010415536631214
20 6 46.0
20 7 46.010868281309364
20 8 42.04759208325728
20 9 42.1070065428546
20 10 38.05259518088089
20 11 44.553338819890925
20 12 51.97114584074513
20 13 39.81205847478876
20 14 41.036569057366385
20 15 36.796738985948195
20 16 60.40695324215582
20 17 30.610455730027933
20 18 17.08800749063506
20 19 16.55294535724685
20 20 0.0
20 21 7.0
20 22 7.615773105863909
20 23 15.264337522473747
20 24 19.235384061671343
20 25 28.231188426986208
20 26 40.85339643163099
20 27 42.7551166528639
20 28 50.99019513592785
20 29 61.465437442517235
20 30 65.11528238439882
20 31 53.009433122794285
20 32 42.04759208325728
21 0 101.24228365658294
21 1 37.013511046643494
21 2 48.507731342539614
21 3 67.468511173732
21 4 78.44743462982075
21 5 41.012193308819754
21 6 39.0
21 7 39.01281840626232
21 8 35.05709628591621
21 9 35.12833614050059
21 10 31.064449134018133
21 11 37.656340767525464
21 12 45.12205669071391
21 13 33.61547262794322
21 14 36.235341863986875
21 15 32.01562118716424
21 16 61.61168720299745
21 17 26.832815729997478
21 18 10.816653826391969
21 19 10.63014581273465
21 20 7.0
21 21 0.0
21 22 8.06225774829855
21 23 21.540659228538015
21 24 23.345235059857504
21 25 26.30589287593181
21 26 38.8329756778952
21 27 42.01190307520001
21 28 50.08991914547278
21 29 59.20304046246274
21 30 60.14149981501958
21 31 47.50789408087881
21 32 35.05709628591621
22 0 103.36827366266692
22 1 36.6742416417845
22 2 51.24451190127583
22 3 70.34912934784623
22 4 83.93449827097318
22 5 45.39823785126467
22 6 43.56604182158393
22 7 43.73785545725808
22 8 40.024992192379
22 9 40.26164427839479
22 10 36.138621999185304
22 11 41.0
22 12 48.093658625644196
22 13 34.48187929913333
22 14 34.20526275297414
22 15 30.0
22 16 53.9351462406472
22 17 23.345235059857504
22 18 13.038404810405298
22 19 12.0
22 20 7.615773105863909
22 21 8.06225774829855
22 22 0.0
22 23 16.0312195418814
22 24 15.620499351813308
22 25 20.615528128088304
22 26 33.24154027718932
22 27 35.35533905932738
22 28 43.56604182158393
22 29 53.85164807134504
22 30 58.25804665451803
22 31 46.647615158762406
22 32 39.319206502675
23 0 118.86967653695369
23 1 51.24451190127583
23 2 67.11929677819934
23 3 86.20904824900923
23 4 99.68951800465283
23 5 61.40032573203501
23 6 59.53990258641679
23 7 59.682493245507096
23 8 55.90169943749474
23 9 56.089214649520635
23 10 51.97114584074513
23 11 57.0087712549569
23 12 64.03124237432849
23 13 49.8196748283246
23 14 47.4236228055175
23 15 43.46262762420146
23 16 52.3450093132096
23 17 35.77708763999664
23 18 29.068883707497267
23 19 28.0178514522438
23 20 15.264337522473747
23 21 21.540659228538015
23 22 16.0312195418814
23 23 0.0
23 24 9.848857801796104
23 25 30.0
23 26 41.036569057366385
23 27 39.96248240537617
23 28 47.885279575251516
23 29 60.802960454241045
23 30 70.83078426785913
23 31 60.53924347066124
23 32 55.326304774492215
24 0 113.63538181394033
24 1 45.39823785126467
24 2 63.198101237299845
24 3 82.05485969764375
24 4 98.35141076771599
24 5 59.20304046246274
24 6 57.56735185849702
24 7 57.87054518492115
24 8 54.42425929675111
24 9 54.78138369920935
24 10 50.695167422546305
24 11 53.9351462406472
24 12 60.40695324215582
24 13 45.0
24 14 40.52159917870962
24 15 36.87817782917155
24 16 43.04648650006177
24 17 28.861739379323623
24 18 27.313000567495326
24 19 26.0
24 20 19.235384061671343
24 21 23.345235059857504
24 22 15.620499351813308
24 23 9.848857801796104
24 24 0.0
24 25 21.93171219946131
24 26 31.89043743820395
24 27 30.23243291566195
24 28 38.07886552931954
24 29 51.22499389946279
24 30 63.071388124885914
24 31 53.85164807134504
24 32 53.16013544000805
25 0 93.04837451562494
25 1 25.179356624028344
25 2 45.221676218380054
25 3 63.150613615387776
25 4 83.72574275573791
25 5 44.654227123532216
25 6 43.60045871318328
25 7 44.204072210600685
25 8 41.773197148410844
25 9 42.44997055358225
25 10 38.897300677553446
25 11 38.07886552931954
25 12 43.08131845707603
25 13 26.570660511172846
25 14 19.1049731745428
25 15 16.0312195418814
25 16 38.47076812334269
25 17 8.246211251235321
25 18 20.615528128088304
25 19 19.4164878389476
25 20 28.231188426986208
25 21 26.30589287593181
25 22 20.615528128088304
25 23 30.0
25 24 21.93171219946131
25 25 0.0
25 26 12.649110640673518
25 27 16.278820596099706
25 28 24.020824298928627
25 29 33.24154027718932
25 30 41.14608122288197
25 31 32.38826948140329
25 32 39.20459156782532
26 0 89.45389874119518
26 1 25.80697580112788
26 2 46.87216658103186
26 3 62.76941930590086
26 4 87.00574693662483
26 5 49.57822102496216
26 6 49.040799340956916
26 7 49.8196748283246
26 8 48.25971404805462
26 9 49.09175083453431
26 10 46.14108798023731
26 11 42.44997055358225
26 12 45.60701700396552
26 13 29.698484809834994
26 14 18.027756377319946
26 15 17.69180601295413
26 16 31.11269837220809
26 17 14.560219778561036
26 18 32.01562118716424
26 19 31.0
26 20 40.85339643163099
26 21 38.8329756778952
26 22 33.24154027718932
26 23 41.036569057366385
26 24 31.89043743820395
26 25 12.649110640673518
26 26 0.0
26 27 8.06225774829855
26 28 13.0
26 29 20.615528128088304
26 30 33.54101966249684
26 31 28.861739379323623
26 32 45.0
27 0 96.87620966986684
27 1 33.83784863137726
27 2 54.91812087098393
27 3 70.77428911688199
27 4 95.0
27 5 57.28001396647874
27 6 56.639209034025185
27 7 57.38466694161429
27 8 55.60575509783138
27 9 56.4003546088143
27 10 53.25410782277739
27 11 50.20956084253277
27 12 53.600373133029585
27 13 37.53664875824692
27 14 26.076809620810597
27 15 25.495097567963924
27 16 23.430749027719962
27 17 21.095023109728988
27 18 36.87817782917155
27 19 35.6931365951495
27 20 42.7551166528639
27 21 42.01190307520001
27 22 35.35533905932738
27 23 39.96248240537617
27 24 30.23243291566195
27 25 16.278820596099706
27 26 8.06225774829855
27 27 0.0
27 28 8.246211251235321
27 29 21.213203435596427
27 30 40.049968789001575
27 31 36.68787265568828
27 32 52.49761899362675
28 0 96.317184344228
28 1 37.48332962798263
28 2 58.137767414994535
28 3 72.56031973468694
28 4 98.49365461794989
28 5 62.00806399170998
28 6 61.61168720299745
28 7 62.42595614005443
28 8 61.05735008989499
28 9 61.91122676865643
28 10 59.0592922409336
28 11 54.817880294662984
28 12 57.28001396647874
28 13 42.01190307520001
28 14 29.732137494637012
28 15 30.23243291566195
28 16 19.72308292331602
28 17 27.51363298439521
28 18 44.40720662234904
28 19 43.289721643826724
28 20 50.99019513592785
28 21 50.08991914547278
28 22 43.56604182158393
28 23 47.885279575251516
28 24 38.07886552931954
28 25 24.020824298928627
28 26 13.0
28 27 8.246211251235321
28 28 0.0
28 29 14.7648230602334
28 30 38.47076812334269
28 31 38.07886552931954
28 32 57.688820407423826
29 0 85.70297544426332
29 1 36.40054944640259
29 2 54.644304369257
29 3 65.94694837519019
29 4 94.36630754670864
29 5 61.326992425847855
29 6 61.465437442517235
29 7 62.39390995922599
29 8 61.98386886924694
29 9 62.93647591023825
29 10 60.876925020897694
29 11 54.230987451824994
29 12 54.70831746635972
29 13 42.05948168962618
29 14 29.832867780352597
29 15 32.2490309931942
29 16 30.14962686336267
29 17 33.24154027718932
29 18 51.478150704935004
29 19 50.635955604688654
29 20 61.465437442517235
29 21 59.20304046246274
29 22 53.85164807134504
29 23 60.802960454241045
29 24 51.22499389946279
29 25 33.24154027718932
29 26 20.615528128088304
29 27 21.213203435596427
29 28 14.7648230602334
29 29 0.0
29 30 28.178005607210743
29 31 32.802438933713454
29 32 58.18934610390462
30 0 57.97413216254298
30 1 24.186773244895647
30 2 32.55764119219941
30 3 39.05124837953327
30 4 69.1158447825099
30 5 43.0
30 6 44.04543109109048
30 7 45.044422518220834
30 8 46.389654018972806
30 9 47.38143096192854
30 10 47.07440918375928
30 11 37.21558813185679
30 12 34.132096331752024
30 13 29.546573405388315
30 14 24.08318915758459
30 15 28.319604517012593
30 16 57.28001396647874
30 17 35.22782990761707
30 18 49.678969393496885
30 19 49.57822102496216
30 20 65.11528238439882
30 21 60.14149981501958
30 22 58.25804665451803
30 23 70.83078426785913
30 24 63.071388124885914
30 25 41.14608122288197
30 26 33.54101966249684
30 27 40.049968789001575
30 28 38.47076812334269
30 29 28.178005607210743
30 30 0.0
30 31 13.92838827718412
30 32 42.42640687119285
31 0 61.032778078668514
31 1 10.63014581273465
31 2 21.95449840010015
31 3 34.48187929913333
31 4 61.61980201201558
31 5 30.4138126514911
31 6 31.144823004794873
31 7 32.14031735997639
31 8 33.015148038438355
31 9 34.0147027033899
31 10 33.37663853655727
31 11 24.020824298928627
31 12 22.47220505424423
31 13 15.652475842498529
31 14 13.341664064126334
31 15 17.08800749063506
31 16 57.8013840664737
31 17 25.0
31 18 36.796738985948195
31 19 36.87817782917155
31 20 53.009433122794285
31 21 47.50789408087881
31 22 46.647615158762406
31 23 60.53924347066124
31 24 53.85164807134504
31 25 32.38826948140329
31 26 28.861739379323623
31 27 36.68787265568828
31 28 38.07886552931954
31 29 32.802438933713454
31 30 13.92838827718412
31 31 0.0
31 32 29.017236257093817
32 0 67.62396025078685
32 1 21.840329667841555
32 2 15.620499351813308
32 3 33.24154027718932
32 4 45.31004303683677
32 5 6.082762530298219
32 6 4.47213595499958
32 7 5.0
32 8 4.0
32 9 5.0
32 10 5.656854249492381
32 11 5.385164807134504
32 12 12.041594578792296
32 13 16.15549442140351
32 14 28.635642126552707
32 15 27.459060435491963
32 16 75.92759709091287
32 17 31.827660925679098
32 18 26.30589287593181
32 19 27.459060435491963
32 20 42.04759208325728
32 21 35.05709628591621
32 22 39.319206502675
32 23 55.326304774492215
32 24 53.16013544000805
32 25 39.20459156782532
32 26 45.0
32 27 52.49761899362675
32 28 57.688820407423826
32 29 58.18934610390462
32 30 42.42640687119285
32 31 29.017236257093817
32 32 0.0
;

param demands := 
0 0
1 700
2 400
3 400
4 1200
5 40
6 80
7 2000
8 900
9 600
10 750
11 1500
12 150
13 250
14 1600
15 450
16 700
17 550
18 650
19 200
20 400
21 300
22 1300
23 700
24 750
25 1400
26 4000
27 600
28 1000
29 500
30 2500
31 1700
32 1100
;
